Date, Close/Last, Volume, Open, High, Low
06/29/2017, 2419.7, 0, 2442.38, 2442.73, 2405.7
06/29/2016, 2070.77, 0, 2042.69, 2073.13, 2042.69
06/29/2015, 2057.64, 0, 2098.63, 2098.63, 2056.64
06/28/2019, 2941.76, 0, 2932.94, 2943.98, 2929.05
06/28/2018, 2716.31, 0, 2698.69, 2724.34, 2691.99
06/28/2017, 2440.69, 0, 2428.7, 2442.97, 2428.02
06/28/2016, 2036.09, 0, 2006.67, 2036.09, 2006.67
06/27/2019, 2924.92, 0, 2919.66, 2929.3, 2918.57
06/27/2018, 2699.63, 0, 2728.45, 2746.09, 2699.38
06/27/2017, 2419.38, 0, 2436.34, 2440.15, 2419.38
06/27/2016, 2000.54, 0, 2031.45, 2031.45, 1991.68
06/26/2019, 2913.78, 0, 2926.07, 2932.59, 2912.99
06/26/2018, 2723.06, 0, 2722.12, 2732.91, 2715.6
06/26/2017, 2439.07, 0, 2443.32, 2450.42, 2437.03
06/26/2015, 2101.49, 0, 2102.62, 2108.92, 2095.38
06/25/2019, 2917.38, 0, 2945.78, 2946.52, 2916.01
06/25/2018, 2717.07, 0, 2742.94, 2742.94, 2698.67
06/25/2015, 2102.31, 0, 2109.96, 2116.04, 2101.78
06/24/2019, 2945.35, 0, 2951.42, 2954.92, 2944.05
06/24/2016, 2037.41, 0, 2103.81, 2103.81, 2032.57
06/24/2015, 2108.58, 0, 2123.65, 2125.1, 2108.58
06/23/2017, 2438.3, 0, 2434.65, 2441.4, 2431.11
06/23/2016, 2113.32, 0, 2092.8, 2113.32, 2092.8
06/23/2015, 2124.2, 0, 2123.16, 2128.03, 2119.89
06/22/2018, 2754.88, 0, 2760.79, 2764.17, 2752.68
06/22/2017, 2434.5, 0, 2437.4, 2441.62, 2433.27
06/22/2016, 2085.45, 0, 2089.75, 2099.71, 2084.36
06/22/2015, 2122.85, 0, 2112.5, 2129.87, 2112.5
06/21/2019, 2950.46, 0, 2952.71, 2964.15, 2946.87
06/21/2018, 2749.76, 0, 2769.28, 2769.28, 2744.39
06/21/2017, 2435.61, 0, 2439.31, 2442.23, 2430.74
06/21/2016, 2088.9, 0, 2085.19, 2093.66, 2083.02
06/20/2019, 2954.18, 0, 2949.6, 2958.06, 2931.5
06/20/2018, 2767.32, 0, 2769.73, 2774.86, 2763.91
06/20/2017, 2437.03, 0, 2450.66, 2450.66, 2436.6
06/20/2016, 2083.25, 0, 2075.58, 2100.66, 2075.58
06/19/2019, 2926.46, 0, 2920.55, 2931.74, 2911.43
06/19/2018, 2762.59, 0, 2752.01, 2765.05, 2743.19
06/19/2017, 2453.46, 0, 2442.55, 2453.82, 2441.79
06/19/2015, 2109.99, 0, 2121.06, 2121.64, 2109.45
06/18/2019, 2917.75, 0, 2906.71, 2930.79, 2905.44
06/18/2018, 2773.75, 0, 2765.79, 2774.99, 2757.12
06/18/2015, 2121.24, 0, 2101.58, 2126.65, 2101.58
06/17/2019, 2889.67, 0, 2889.75, 2897.27, 2887.3
06/17/2016, 2071.22, 0, 2078.2, 2078.2, 2062.84
06/17/2015, 2100.44, 0, 2097.4, 2106.79, 2088.86
06/16/2017, 2433.15, 0, 2431.24, 2433.15, 2422.88
06/16/2016, 2077.99, 0, 2066.36, 2079.62, 2050.37
06/16/2015, 2096.29, 0, 2084.26, 2097.4, 2082.1
06/15/2018, 2779.66, 0, 2777.78, 2782.81, 2761.73
06/15/2017, 2432.46, 0, 2424.14, 2433.95, 2418.53
06/15/2016, 2071.5, 0, 2077.6, 2085.65, 2069.8
06/15/2015, 2084.43, 0, 2091.34, 2091.34, 2072.49
06/14/2019, 2886.98, 0, 2886.82, 2894.45, 2879.62
06/14/2018, 2782.49, 0, 2783.21, 2789.06, 2776.52
06/14/2017, 2437.92, 0, 2443.75, 2443.75, 2428.34
06/14/2016, 2075.32, 0, 2076.65, 2081.3, 2064.1
06/13/2019, 2891.64, 0, 2886.24, 2895.24, 2881.99
06/13/2018, 2775.63, 0, 2787.94, 2791.47, 2774.65
06/13/2017, 2440.35, 0, 2434.15, 2441.49, 2431.28
06/13/2016, 2079.06, 0, 2091.75, 2098.12, 2078.46
06/12/2019, 2879.84, 0, 2882.73, 2888.57, 2874.68
06/12/2018, 2786.85, 0, 2785.6, 2789.8, 2778.78
06/12/2017, 2429.39, 0, 2425.88, 2430.38, 2419.97
